"Customer ID","Last Name","First Name","Invoice ID","Transaction Moment"
9,Honchar,Anton,20230728091306,"2023-07-28 09:13:06"
9,Honchar,Anton,20230909085407,"2023-09-09 08:54:07"
10,Mazurenko,Yurij,20230308094818,"2023-03-08 09:48:18"
10,Mazurenko,Yurij,20230603080928,"2023-06-03 08:09:28"
10,Mazurenko,Yurij,20230918081052,"2023-09-18 08:10:52"
11,Bojchuk,Lyubov,20221111090355,"2022-11-11 09:03:55"
11,Bojchuk,Lyubov,20230906083348,"2023-09-06 08:33:48"
12,Tokar,Oksana,20221104115909,"2022-11-04 11:59:09"
12,Tokar,Oksana,20230425143519,"2023-04-25 14:35:19"
12,Tokar,Oksana,20230629100705,"2023-06-29 10:07:05"
12,Tokar,Oksana,20230701085510,"2023-07-01 08:55:10"
12,Tokar,Oksana,20230707142729,"2023-07-07 14:27:29"
12,Tokar,Oksana,20230729101655,"2023-07-29 10:16:55"
13,Prykhodko,Hryhorij,20220914092546,"2022-09-14 09:25:46"
13,Prykhodko,Hryhorij,20230519165526,"2023-05-19 16:55:26"
13,Prykhodko,Hryhorij,20230816141832,"2023-08-16 14:18:32"
14,Ihnatenko,Olha,20221202105037,"2022-12-02 10:50:37"
14,Ihnatenko,Olha,20230429161938,"2023-04-29 16:19:38"
14,Ihnatenko,Olha,20230912100021,"2023-09-12 10:00:21"
15,Yakymenko,Danylo,20220923092352,"2022-09-23 09:23:52"
15,Yakymenko,Danylo,20221102111635,"2022-11-02 11:16:35"
15,Yakymenko,Danylo,20221126081608,"2022-11-26 08:16:08"
15,Yakymenko,Danylo,20230401150704,"2023-04-01 15:07:04"
15,Yakymenko,Danylo,20230402082820,"2023-04-02 08:28:20"
15,Yakymenko,Danylo,20230908114334,"2023-09-08 11:43:34"
17,Bondarchuk,Iryna,20221108085357,"2022-11-08 08:53:57"
17,Bondarchuk,Iryna,20230126084739,"2023-01-26 08:47:39"
17,Bondarchuk,Iryna,20230403110024,"2023-04-03 11:00:24"
17,Bondarchuk,Iryna,20230810083928,"2023-08-10 08:39:28"
17,Bondarchuk,Iryna,20230813084348,"2023-08-13 08:43:48"
17,Bondarchuk,Iryna,20230903093633,"2023-09-03 09:36:33"
18,Naumenko,Yevhen,20230307110043,"2023-03-07 11:00:43"
18,Naumenko,Yevhen,20230414084442,"2023-04-14 08:44:42"
18,Naumenko,Yevhen,20230927122133,"2023-09-27 12:21:33"
19,Demchuk,Tamara,20230201094338,"2023-02-01 09:43:38"
19,Demchuk,Tamara,20230221115150,"2023-02-21 11:51:50"
19,Demchuk,Tamara,20230227101742,"2023-02-27 10:17:42"
19,Demchuk,Tamara,20230325090519,"2023-03-25 09:05:19"
19,Demchuk,Tamara,20230502162642,"2023-05-02 16:26:42"
19,Demchuk,Tamara,20230818085320,"2023-08-18 08:53:20"
20,Vlasyuk,Stanislava,20221112093242,"2022-11-12 09:32:42"
20,Vlasyuk,Stanislava,20230306113208,"2023-03-06 11:32:08"
20,Vlasyuk,Stanislava,20230319085143,"2023-03-19 08:51:43"
20,Vlasyuk,Stanislava,20230512080653,"2023-05-12 08:06:53"
21,Leshchenko,Serhij,20221222160400,"2022-12-22 16:04:00"
21,Leshchenko,Serhij,20230109102730,"2023-01-09 10:27:30"
21,Leshchenko,Serhij,20230111091748,"2023-01-11 09:17:48"
21,Leshchenko,Serhij,20230222103047,"2023-02-22 10:30:47"
21,Leshchenko,Serhij,20230411083933,"2023-04-11 08:39:33"
21,Leshchenko,Serhij,20230418121036,"2023-04-18 12:10:36"
21,Leshchenko,Serhij,20230508081239,"2023-05-08 08:12:39"
21,Leshchenko,Serhij,20230617091037,"2023-06-17 09:10:37"
22,Kramarenko,Artur,20221122084227,"2022-11-22 08:42:27"
22,Kramarenko,Artur,20230624090512,"2023-06-24 09:05:12"
23,Shynkarenko,Serhij,20221007100219,"2022-10-07 10:02:19"
23,Shynkarenko,Serhij,20221029132027,"2022-10-29 13:20:27"
23,Shynkarenko,Serhij,20221221082948,"2022-12-21 08:29:48"
23,Shynkarenko,Serhij,20230708090056,"2023-07-08 09:00:56"
24,Gorin,Oksana,20230122085029,"2023-01-22 08:50:29"
24,Gorin,Oksana,20230420092126,"2023-04-20 09:21:26"
24,Gorin,Oksana,20230710085712,"2023-07-10 08:57:12"
25,Parkhomenko,Yeva,20230409113133,"2023-04-09 11:31:33"
25,Parkhomenko,Yeva,20230913150043,"2023-09-13 15:00:43"
25,Parkhomenko,Yeva,20230926085404,"2023-09-26 08:54:04"
25,Parkhomenko,Yeva,20231001081816,"2023-10-01 08:18:16"
26,Shevchenko,Mykyta,20221012104850,"2022-10-12 10:48:50"
26,Shevchenko,Mykyta,20221224101939,"2022-12-24 10:19:39"
26,Shevchenko,Mykyta,20230919130759,"2023-09-19 13:07:59"
27,Yatsenko,Antonina,20221230163731,"2022-12-30 16:37:31"
27,Yatsenko,Antonina,20230327094802,"2023-03-27 09:48:02"
27,Yatsenko,Antonina,20230531090427,"2023-05-31 09:04:27"
28,Valenyuk,Roman,20221009101650,"2022-10-09 10:16:50"
28,Valenyuk,Roman,20221011081948,"2022-10-11 08:19:48"
28,Valenyuk,Roman,20230225165417,"2023-02-25 16:54:17"
28,Valenyuk,Roman,20230513115948,"2023-05-13 11:59:48"
28,Valenyuk,Roman,20230916100600,"2023-09-16 10:06:00"
29,Ilchenko,Tamara,20220907093931,"2022-09-07 09:39:31"
29,Ilchenko,Tamara,20221231103940,"2022-12-31 10:39:40"
29,Ilchenko,Tamara,20230108082225,"2023-01-08 08:22:25"
29,Ilchenko,Tamara,20230313111207,"2023-03-13 11:12:07"
29,Ilchenko,Tamara,20230518150804,"2023-05-18 15:08:04"
29,Ilchenko,Tamara,20230727122620,"2023-07-27 12:26:20"
30,Romanenko,Vsevolod,20221119140200,"2022-11-19 14:02:00"
30,Romanenko,Vsevolod,20221124080423,"2022-11-24 08:04:23"
30,Romanenko,Vsevolod,20230505081757,"2023-05-05 08:17:57"
31,Holovko,Denys,20221006093945,"2022-10-06 09:39:45"
31,Holovko,Denys,20230117095246,"2023-01-17 09:52:46"
31,Holovko,Denys,20230914095933,"2023-09-14 09:59:33"
32,Lyashko,Yukhym,20230322084916,"2023-03-22 08:49:16"
32,Lyashko,Yukhym,20230524121423,"2023-05-24 12:14:23"
32,Lyashko,Yukhym,20230915083445,"2023-09-15 08:34:45"
33,Babych,Yuliya,20220928080404,"2022-09-28 08:04:04"
33,Babych,Yuliya,20230823113617,"2023-08-23 11:36:17"
33,Babych,Yuliya,20230920123759,"2023-09-20 12:37:59"
34,Slobodyan,Ivanna,20230415104310,"2023-04-15 10:43:10"
34,Slobodyan,Ivanna,20230515095721,"2023-05-15 09:57:21"
35,Serdyuk,Tayisiya,20221008154504,"2022-10-08 15:45:04"
35,Serdyuk,Tayisiya,20221228114228,"2022-12-28 11:42:28"
35,Serdyuk,Tayisiya,20230803082351,"2023-08-03 08:23:51"
36,Morhun,Yevheniya,20221001134721,"2022-10-01 13:47:21"
36,Morhun,Yevheniya,20221024131046,"2022-10-24 13:10:46"
36,Morhun,Yevheniya,20221115143633,"2022-11-15 14:36:33"
36,Morhun,Yevheniya,20230125123428,"2023-01-25 12:34:28"
36,Morhun,Yevheniya,20230406110600,"2023-04-06 11:06:00"
36,Morhun,Yevheniya,20230521080645,"2023-05-21 08:06:45"
36,Morhun,Yevheniya,20230712100440,"2023-07-12 10:04:40"
37,Ponomarenko,Taras,20220920153633,"2022-09-20 15:36:33"
37,Ponomarenko,Taras,20230723110619,"2023-07-23 11:06:19"
38,Chernenko,Stanislava,20230622085539,"2023-06-22 08:55:39"
39,Ponomarenko,Anton,20230428084649,"2023-04-28 08:46:49"
40,Movchan,Ivan,20221103082018,"2022-11-03 08:20:18"
40,Movchan,Ivan,20221127090845,"2022-11-27 09:08:45"
40,Movchan,Ivan,20230711090132,"2023-07-11 09:01:32"
40,Movchan,Ivan,20230731145746,"2023-07-31 14:57:46"
40,Movchan,Ivan,20230904093315,"2023-09-04 09:33:15"
41,Buryak,Heorhij,20230211093131,"2023-02-11 09:31:31"
41,Buryak,Heorhij,20230412164105,"2023-04-12 16:41:05"
42,Sayenko,Ulyana,20221020113719,"2022-10-20 11:37:19"
42,Sayenko,Ulyana,20221229085643,"2022-12-29 08:56:43"
42,Sayenko,Ulyana,20230615110452,"2023-06-15 11:04:52"
42,Sayenko,Ulyana,20230820121227,"2023-08-20 12:12:27"
43,Tarasyuk,Yukhym,20221010140111,"2022-10-10 14:01:11"
43,Tarasyuk,Yukhym,20221106145123,"2022-11-06 14:51:23"
43,Tarasyuk,Yukhym,20221117082845,"2022-11-17 08:28:45"
43,Tarasyuk,Yukhym,20221118093805,"2022-11-18 09:38:05"
43,Tarasyuk,Yukhym,20221205121237,"2022-12-05 12:12:37"
43,Tarasyuk,Yukhym,20230320090914,"2023-03-20 09:09:14"
43,Tarasyuk,Yukhym,20230503094044,"2023-05-03 09:40:44"
43,Tarasyuk,Yukhym,20230922111120,"2023-09-23 11:56:01"
44,Cheban,Zynovij,20230324133653,"2023-03-24 13:36:53"
44,Cheban,Zynovij,20230608082747,"2023-06-08 08:27:47"
44,Cheban,Zynovij,20230719085240,"2023-07-19 08:52:40"
45,Lebid,Nina,20230204081831,"2023-02-04 08:18:31"
45,Lebid,Nina,20230427101411,"2023-04-27 10:14:11"
45,Lebid,Nina,20230528152203,"2023-05-28 15:22:03"
45,Lebid,Nina,20230726101959,"2023-07-26 10:19:59"
45,Lebid,Nina,20230917155306,"2023-09-17 15:53:06"
46,Buhaj,Taras,20230407105619,"2023-04-07 10:56:19"
46,Buhaj,Taras,20230627142906,"2023-06-27 14:29:06"
46,Buhaj,Taras,20230709133020,"2023-07-09 13:30:20"
47,Naumenko,Vladyslava,20230720083913,"2023-07-20 08:39:13"
47,Naumenko,Vladyslava,20230806103330,"2023-08-06 10:33:30"
48,Kolisnyk,Rostyslav,20230304085525,"2023-03-04 08:55:25"
48,Kolisnyk,Rostyslav,20230630114627,"2023-06-30 11:46:27"
49,Kondratyuk,Liliya,20220912081145,"2022-09-12 08:11:45"
49,Kondratyuk,Liliya,20230517094409,"2023-05-17 09:44:09"
49,Kondratyuk,Liliya,20230907131653,"2023-09-07 13:16:53"
50,Ponomarenko,Anzhela,20221220091814,"2022-12-20 09:18:14"
50,Ponomarenko,Anzhela,20230312090442,"2023-03-12 09:04:42"
50,Ponomarenko,Anzhela,20230423080107,"2023-04-23 08:01:07"
50,Ponomarenko,Anzhela,20230619081635,"2023-06-19 08:16:35"
51,Rudenko,Rostyslav,20221114092513,"2022-11-14 09:25:13"
51,Rudenko,Rostyslav,20230105130740,"2023-01-05 13:07:40"
52,Dudnyk,Ulyana,20221107081502,"2022-11-07 08:15:02"
52,Dudnyk,Ulyana,20230205080833,"2023-02-05 08:08:33"
52,Dudnyk,Ulyana,20230305135650,"2023-03-05 13:56:50"
52,Dudnyk,Ulyana,20230331115304,"2023-03-31 11:53:04"
52,Dudnyk,Ulyana,20230716092852,"2023-07-16 09:28:52"
53,Kondratyuk,Orest,20230115085946,"2023-01-15 08:59:46"
53,Kondratyuk,Orest,20230127115130,"2023-01-27 11:51:30"
53,Kondratyuk,Orest,20230614115905,"2023-06-14 11:59:05"
53,Kondratyuk,Orest,20230924114050,"2023-09-24 11:40:50"
54,Movchan,Eduard,20221017122555,"2022-10-17 12:25:55"
54,Movchan,Eduard,20230607082024,"2023-06-07 08:20:24"
54,Movchan,Eduard,20230801092906,"2023-08-01 09:29:06"
55,Valenyuk,Volodymyr,20221023084709,"2022-10-23 08:47:09"
55,Valenyuk,Volodymyr,20221101153719,"2022-11-01 15:37:19"
55,Valenyuk,Volodymyr,20221121114007,"2022-11-21 11:40:07"
55,Valenyuk,Volodymyr,20221209163708,"2022-12-09 16:37:08"
55,Valenyuk,Volodymyr,20230408124714,"2023-04-08 12:47:14"
55,Valenyuk,Volodymyr,20230606153442,"2023-06-06 15:34:42"
55,Valenyuk,Volodymyr,20230611105402,"2023-06-11 10:54:02"
55,Valenyuk,Volodymyr,20230713111653,"2023-07-13 11:16:53"
55,Valenyuk,Volodymyr,20230714111007,"2023-07-14 11:10:07"
55,Valenyuk,Volodymyr,20230722165308,"2023-07-22 16:53:08"
55,Valenyuk,Volodymyr,20230902083100,"2023-09-02 08:31:00"
56,Musiyenko,Leonid,20230706150307,"2023-07-06 15:03:07"
56,Musiyenko,Leonid,20230815135815,"2023-08-15 13:58:15"
57,Yevtushenko,Myron,20230602165607,"2023-06-02 16:56:07"
57,Yevtushenko,Myron,20230610142847,"2023-06-10 14:28:47"
57,Yevtushenko,Myron,20230724095022,"2023-07-24 09:50:22"
57,Yevtushenko,Myron,20230827121117,"2023-08-27 12:11:17"
58,Kolisnyk,Oksana,20220924092429,"2022-09-24 09:24:29"
58,Kolisnyk,Oksana,20230208094200,"2023-02-08 09:42:00"
58,Kolisnyk,Oksana,20230426091737,"2023-04-26 09:17:37"
59,Havrylyuk,Rostyslav,20221213124544,"2022-12-13 12:45:44"
60,Lysyuk,Alla,20221027111157,"2022-10-27 11:11:57"
61,Datsenko,Yuliya,20221113092817,"2022-11-13 09:28:17"
61,Datsenko,Yuliya,20230226091819,"2023-02-26 09:18:19"
62,Movchan,Dmytro,20220909092219,"2022-09-09 09:22:19"
62,Movchan,Dmytro,20220929105613,"2022-09-29 10:56:13"
62,Movchan,Dmytro,20230107094704,"2023-01-07 09:47:04"
62,Movchan,Dmytro,20230814105019,"2023-08-14 10:50:19"
63,Slobodyan,Ulyana,20230323084347,"2023-03-23 08:43:47"
63,Slobodyan,Ulyana,20230929090346,"2023-09-29 09:03:46"
64,Tarasyuk,Kseniya,20221212090437,"2022-12-12 09:04:37"
64,Tarasyuk,Kseniya,20230207142655,"2023-02-07 14:26:55"
64,Tarasyuk,Kseniya,20230215093002,"2023-02-15 09:30:02"
64,Tarasyuk,Kseniya,20230510140617,"2023-05-10 14:06:17"
64,Tarasyuk,Kseniya,20230625101421,"2023-06-25 10:14:21"
64,Tarasyuk,Kseniya,20230626101455,"2023-06-26 10:14:55"
65,Kravets,Zhanna,20221217095904,"2022-12-17 09:59:04"
65,Kravets,Zhanna,20230530141015,"2023-05-30 14:10:15"
65,Kravets,Zhanna,20230804081504,"2023-08-04 08:15:04"
66,Horban,Yurij,20230223094246,"2023-02-23 09:42:46"
66,Horban,Yurij,20230405093058,"2023-04-05 09:30:58"
66,Horban,Yurij,20230527092304,"2023-05-27 09:23:04"
66,Horban,Yurij,20230808113204,"2023-08-08 11:32:04"
66,Horban,Yurij,20230830085705,"2023-08-30 08:57:05"
67,Solovej,Taras,20221026091220,"2022-10-26 09:12:20"
67,Solovej,Taras,20230110100054,"2023-01-10 10:00:54"
67,Solovej,Taras,20230404090307,"2023-04-04 09:03:07"
67,Solovej,Taras,20230910121439,"2023-09-10 12:14:39"
68,Didyk,Yuliya,20221129082457,"2022-11-29 08:24:57"
68,Didyk,Yuliya,20221227152900,"2022-12-27 15:29:00"
68,Didyk,Yuliya,20230419122942,"2023-04-19 12:29:42"
69,Dudnyk,Vita,20220903091341,"2022-09-03 09:13:41"
69,Dudnyk,Vita,20230826104905,"2023-08-26 10:49:05"
70,Petruk,Valentyna,20221031104020,"2022-10-31 10:40:20"
70,Petruk,Valentyna,20221130135643,"2022-11-30 13:56:43"
70,Petruk,Valentyna,20221218120730,"2022-12-18 12:07:30"
70,Petruk,Valentyna,20230301112636,"2023-03-01 11:26:36"
71,Didyk,Lyubov,20221014112444,"2022-10-14 11:24:44"
71,Didyk,Lyubov,20230328084434,"2023-03-28 08:44:34"
71,Didyk,Lyubov,20230715095745,"2023-07-15 09:57:45"
71,Didyk,Lyubov,20230905094958,"2023-09-05 09:49:58"
72,Naumenko,Afanasij,20230217121250,"2023-02-17 12:12:50"
72,Naumenko,Afanasij,20230416130721,"2023-04-16 13:07:21"
73,Kohut,Zynovij,20220902081028,"2022-09-02 08:10:28"
73,Kohut,Zynovij,20221109102344,"2022-11-09 10:23:44"
73,Kohut,Zynovij,20230114102800,"2023-01-14 10:28:00"
73,Kohut,Zynovij,20230202120247,"2023-02-02 12:02:47"
73,Kohut,Zynovij,20230326095155,"2023-03-26 09:51:55"
74,Khudenko,Zynovij,20220927115121,"2022-09-27 11:51:21"
74,Khudenko,Zynovij,20230315091032,"2023-03-15 09:10:32"
75,Yatsenko,Halyna,20220913081549,"2022-09-13 08:15:49"
75,Yatsenko,Halyna,20220922155604,"2022-09-22 15:56:04"
75,Yatsenko,Halyna,20230824080755,"2023-08-24 08:07:55"
76,Horban,Andrij,20221030103637,"2022-10-30 10:36:37"
76,Horban,Andrij,20230421083926,"2023-04-21 08:39:26"
76,Horban,Andrij,20230805083423,"2023-08-05 08:34:23"
78,Kravchenko,Myroslav,20220908082145,"2022-09-08 08:21:45"
78,Kravchenko,Myroslav,20221201095932,"2022-12-01 09:59:32"
78,Kravchenko,Myroslav,20230101102853,"2023-01-01 10:28:53"
78,Kravchenko,Myroslav,20230329162535,"2023-03-29 16:25:35"
78,Kravchenko,Myroslav,20230514164300,"2023-05-14 16:43:00"
78,Kravchenko,Myroslav,20230604121603,"2023-06-04 12:16:03"
78,Kravchenko,Myroslav,20230609124014,"2023-06-09 12:40:14"
78,Kravchenko,Myroslav,20230621081800,"2023-06-21 08:18:00"
78,Kravchenko,Myroslav,20230928103729,"2023-09-28 10:37:29"
79,Serdyuk,Svyatoslav,20221028141533,"2022-10-28 14:15:33"
79,Serdyuk,Svyatoslav,20230529085914,"2023-05-29 08:59:14"
80,Maslyanko,Taras,20230410082807,"2023-04-10 08:28:07"
80,Maslyanko,Taras,20230422125427,"2023-04-22 12:54:27"
81,Omelchuk,Olesya,20230612092140,"2023-06-12 09:21:40"
82,Kravchuk,Lyubov,20230203082836,"2023-02-03 08:28:36"
82,Kravchuk,Lyubov,20230718095332,"2023-07-18 09:53:32"
82,Kravchuk,Lyubov,20230901124414,"2023-09-01 12:44:14"
83,Kosenko,Mykyta,20230121085140,"2023-01-21 08:51:40"
83,Kosenko,Mykyta,20230310112732,"2023-03-10 11:27:32"
83,Kosenko,Mykyta,20230311080909,"2023-03-11 08:09:09"
84,Yevtushenko,Hanna,20221223095737,"2022-12-23 09:57:37"
84,Yevtushenko,Hanna,20230417102936,"2023-04-17 10:29:36"
84,Yevtushenko,Hanna,20230511102613,"2023-05-11 10:26:13"
85,Kondratyuk,Zynovij,20221216091652,"2022-12-16 09:16:52"
85,Kondratyuk,Zynovij,20230316122131,"2023-03-16 12:21:31"
85,Kondratyuk,Zynovij,20230424091510,"2023-04-24 09:15:10"
85,Kondratyuk,Zynovij,20230522085836,"2023-05-22 08:58:36"
85,Kondratyuk,Zynovij,20230831092715,"2023-08-31 09:27:15"
86,Fesenko,Svitlana,20220925100217,"2022-09-25 10:02:17"
86,Fesenko,Svitlana,20230102080948,"2023-01-02 08:09:48"
86,Fesenko,Svitlana,20230104084729,"2023-01-04 08:47:29"
86,Fesenko,Svitlana,20230620154928,"2023-06-20 15:49:28"
87,Demydenko,Andrij,20220926083546,"2022-09-26 08:35:46"
87,Demydenko,Andrij,20221208102938,"2022-12-08 10:29:38"
87,Demydenko,Andrij,20221219120810,"2022-12-19 12:08:10"
87,Demydenko,Andrij,20230124080430,"2023-01-24 08:04:30"
87,Demydenko,Andrij,20230520151216,"2023-05-20 15:12:16"
88,Fesenko,Kyrylo,20230106080232,"2023-01-06 08:02:32"
88,Fesenko,Kyrylo,20230504140551,"2023-05-04 14:05:51"
89,Leshchenko,Khrystyna,20220911110411,"2022-09-11 11:04:11"
89,Leshchenko,Khrystyna,20230821082602,"2023-08-21 08:26:02"
90,Savenko,Yana,20220915081136,"2022-09-15 08:11:36"
90,Savenko,Yana,20221021115347,"2022-10-21 11:53:47"
90,Savenko,Yana,20221105080227,"2022-11-05 08:02:27"
90,Savenko,Yana,20221120123719,"2022-11-20 12:37:19"
90,Savenko,Yana,20230206150923,"2023-02-06 15:09:23"
90,Savenko,Yana,20230330090712,"2023-03-30 09:07:12"
91,Kalinichenko,Eduard,20220906092712,"2022-09-06 09:27:12"
91,Kalinichenko,Eduard,20220910093446,"2022-09-10 09:34:46"
91,Kalinichenko,Eduard,20221125134853,"2022-11-25 13:48:53"
91,Kalinichenko,Eduard,20230120103303,"2023-01-20 10:33:03"
91,Kalinichenko,Eduard,20230213083301,"2023-02-13 08:33:01"
91,Kalinichenko,Eduard,20230507083734,"2023-05-07 08:37:34"
92,Kysil,Yana,20220921095638,"2022-09-21 09:56:38"
92,Kysil,Yana,20221004080619,"2022-10-04 08:06:19"
92,Kysil,Yana,20221123080527,"2022-11-23 08:05:27"
92,Kysil,Yana,20221207085637,"2022-12-07 08:56:37"
93,Martynenko,Nina,20230219110144,"2023-02-19 11:01:44"
93,Martynenko,Nina,20230807154957,"2023-08-07 15:49:57"
94,Usenko,Eduard,20220904085624,"2022-09-04 08:56:24"
94,Usenko,Eduard,20230501145515,"2023-05-01 14:55:15"
95,Velychko,Anastasiya,20221225083835,"2022-12-25 08:38:35"
95,Velychko,Anastasiya,20230112093456,"2023-01-12 09:34:56"
95,Velychko,Anastasiya,20230819084942,"2023-08-19 08:49:42"
95,Velychko,Anastasiya,20230829112926,"2023-08-29 11:29:26"
